z	n	name	levelEnergy(MeV)	halflife	halflifeUnit	halflifeUncertainty	massExcess(keV)	massExcessUncertainty
58	92	150Ce	0	6.05	s	0.07	-6.48E+04	1.16E+1
58	93	151Ce	0	1.74	s	0.05	-6.12E+04	1.76E+1
58	98	156Ce	0	233	ms	9	-4.48E+04	3.00E+2
58	99	157Ce	0	175	ms	41	-3.99E+04	4.00E+2
59	100	159Pr	0	134	ms	43	-4.07E+04	4.00E+2
59	101	160Pr	0	170	ms	140	-3.62E+04	4.00E+2
59	102	161Pr	0				-3.24E+04	5.00E+2
59	85	144Pr	0	17.28	m	0.03	-8.07E+04	2.7
59	85	144Pr	0.05903	7.2	m	0.3	-8.07E+04	2.71e+00
59	84	143Pr	0	13.57	d	0.02	-8.30E+04	1.81
59	87	146Pr	0	24.09	m	0.1	-7.66E+04	3.43E+1
59	86	145Pr	0	5.982	h	0.009	-7.96E+04	7.14
59	81	140Pr	0	3.39	m	0.01	-8.46E+04	6.14
59	80	139Pr	0	4.41	h	0.04	-8.48E+04	3.64
59	83	142Pr	0	19.12	h	0.04	-8.37E+04	1.49
59	83	142Pr	0.003694	14.6	m	0.5	-8.38E+04	1.50e+00
59	82	141Pr	0	STABLE			-8.60E+04	1.49
59	89	148Pr	0	2.29	m	0.02	-7.25E+04	1.50E+1
59	89	148Pr	0.0768	2.01	m	0.07	-7.25E+04	1.50e+01
59	88	147Pr	0	13.35	m	0.1	-7.54E+04	1.58E+1
59	90	149Pr	0	2.26	m	0.07	-7.10E+04	9.87
59	96	155Pr	0	1.47	s	0.03	-5.54E+04	1.71E+1
59	95	154Pr	0	2.3	s	0.09	-5.78E+04	1.00E+2
59	98	157Pr	0	295	ms	18	-4.84E+04	3.16
59	97	156Pr	0	444	ms	6	-5.14E+04	1.02
59	92	151Pr	0	18.9	s	0.07	-6.67E+04	1.16E+1
59	91	150Pr	0	6.19	s	0.16	-6.83E+04	9.01
59	94	153Pr	0	4.29	s	0.07	-6.15E+04	1.18E+1
59	93	152Pr	0	3.57	s	0.18	-6.37E+04	1.85E+1
59	99	158Pr	0	181	ms	14	-4.41E+04	3.00E+2
59	62	121Pr	0	10	ms	3	-4.15E+04	5.00E+2
59	65	124Pr	0	1.2	s	0.2	-5.31E+04	4.01E+2
59	67	126Pr	0	3.12	s	0.18	-6.03E+04	1.96E+2
59	66	125Pr	0	3.3	s	0.7	-5.80E+04	3.00E+2
59	69	128Pr	0	2.8	s	0.1	-6.63E+04	2.98E+1
59	68	127Pr	0	4.2	s	0.3	-6.45E+04	1.96E+2
59	74	133Pr	0	6.5	m	0.3	-7.79E+04	1.24E+1
59	74	133Pr	0.19212	1.1	s	0.2	-7.77E+04	1.25e+01
59	73	132Pr	0	1.6	m	0.3	-7.52E+04	2.88E+1
59	76	135Pr	0	25.4	m	0.5	-8.09E+04	1.18E+1
59	75	134Pr	0	17	m	2	-7.85E+04	2.03E+1
59	75	134Pr	0.0677	&asymp;11	m		-7.85E+04	2.03e+01
59	70	129Pr	0	31	s	2	-6.97E+04	2.98E+1
59	72	131Pr	0	1.49	m	0.02	-7.43E+04	4.69E+1
59	72	131Pr	0.1524	5.7	s	0.2	-7.41E+04	4.70e+01
59	71	130Pr	0+X	40	s	0.4	-7.11E+04	6.42E+1
59	71	130Pr	0+X				-7.11E+04	6.42E+1
59	78	137Pr	0	1.28	h	0.03	-8.32E+04	8.13
59	77	136Pr	0	13.1	m	0.1	-8.13E+04	1.14E+1
59	79	138Pr	0	1.45	m	0.04	-8.31E+04	1.00E+1
59	79	138Pr	0.364	2.03	h	0.02	-8.28E+04	1.00e+01
60	103	163Nd	0				-3.40E+04	5.00E+2
60	101	161Nd	0	215	ms	76	-4.22E+04	4.00E+2
60	102	162Nd	0	310	ms	20	-3.90E+04	4.00E+2
60	100	160Nd	0	439	ms	37	-4.67E+04	4.65E+1
60	74	134Nd	0	8.5	m	1.5	-7.56E+04	1.18E+1
60	73	133Nd	0	70	s	10	-7.23E+04	4.65E+1
60	73	133Nd	0.12797	&asymp;70	s		-7.22E+04	4.66e+01
60	72	132Nd	0	94	s	8	-7.14E+04	2.42E+1
60	71	131Nd	0	25.4	s	0.9	-6.77E+04	2.75E+1
60	70	130Nd	0	21	s	3	-6.65E+04	2.79E+1
60	79	139Nd	0	29.7	m	0.5	-8.20E+04	2.75E+1
60	79	139Nd	0.23116	5.5	h	0.2	-8.18E+04	2.75e+01
60	78	138Nd	0	5.11	h	0.08	-8.20E+04	1.16E+1
60	77	137Nd	0	38.5	m	1.5	-7.95E+04	1.17E+1
60	77	137Nd	0.51943	1.6	s	0.15	-7.91E+04	1.17e+01
60	76	136Nd	0	50.65	m	0.33	-7.91E+04	1.18E+1
60	75	135Nd	0	12.4	m	0.6	-7.62E+04	1.91E+1
60	75	135Nd	0.06495	5.5	m	0.5	-7.61E+04	1.91e+01
60	85	145Nd	0	STABLE			-8.14E+04	1.27
60	84	144Nd	0	2.29e+15	y	1.59e+14	-8.37E+04	1.25
60	83	143Nd	0	STABLE			-8.40E+04	1.25
60	82	142Nd	0	STABLE			-8.59E+04	1.25
60	81	141Nd	0	2.49	h	0.03	-8.41E+04	3.18
60	81	141Nd	0.75651	62	s	0.8	-8.34E+04	3.18e+00
60	80	140Nd	0	3.37	d	0.02	-8.42E+04	3.26
60	89	149Nd	0	1.728	h	0.002	-7.43E+04	2.05
60	88	148Nd	0	STABLE			-7.74E+04	2.05
60	87	147Nd	0	11.12	d	0.07	-7.81E+04	1.27
60	86	146Nd	0	STABLE			-8.09E+04	1.27
60	96	156Nd	0	5.27	s	0.23	-6.02E+04	1.3
60	95	155Nd	0	8.9	s	0.2	-6.22E+04	9.15
60	94	154Nd	0	25.9	s	0.2	-6.55E+04	1.02
60	93	153Nd	0	31.6	s	1	-6.73E+04	2.74
60	92	152Nd	0	11.4	m	0.2	-7.01E+04	2.44E+1
60	91	151Nd	0	12.44	m	0.07	-7.09E+04	1.13
60	90	150Nd	0	9.30e+18	y	7.00e+17	-7.36E+04	1.12
60	99	159Nd	0	485	ms	19	-4.97E+04	2.98E+1
60	98	158Nd	0	820	ms	-21	-5.38E+04	1.3
60	97	157Nd	0	1.16	s	0.02	-5.64E+04	2.13
60	69	129Nd	0	6.7	s	0.4	-6.23E+04	2.02E+2
60	69	129Nd	0+X	2.6	s	0.4	-6.23E+04	2.02E+2
60	68	128Nd	0				-6.05E+04	2.00E+2
60	67	127Nd	0	1.8	s	0.4	-5.59E+04	3.00E+2
60	66	126Nd	0				-5.33E+04	3.00E+2
60	65	125Nd	0	0.65	s	0.15	-4.80E+04	4.00E+2
61	69	130Pm	0	2.6	s	0.2	-5.54E+04	2.00E+2
61	68	129Pm	0	2.4	s	0.9	-5.31E+04	3.00E+2
61	67	128Pm	0	1	s	0.3	-4.82E+04	3.00E+2
61	75	136Pm	0	107	s	6	-7.11E+04	6.90E+1
61	75	136Pm	0.28	5	m	0.8333333333333334	-7.09E+04	6.91e+01
61	74	135Pm	0+X	49	s	3	-7.00E+04	8.29E+1
61	74	135Pm	0+X	45	s	-1	-7.00E+04	8.29E+1
61	73	134Pm	0	&asymp;5	s		-6.67E+04	4.19E+1
61	73	134Pm	0+X	24	s	1	-6.67E+04	4.19E+1
61	72	133Pm	0	14	s	2	-6.54E+04	5.03E+1
61	72	133Pm	0.12969999999999998	8.8	s	<	-6.53E+04	5.03e+01
61	71	132Pm	0	6.9	s	1.9	-6.16E+04	1.49E+2
61	70	131Pm	0	6.3	s	0.8	-5.97E+04	2.00E+2
61	79	140Pm	0	9.2	s	0.2	-7.82E+04	2.42E+1
61	79	140Pm	0.431	5.84	m	0.09	-7.78E+04	2.42e+01
61	78	139Pm	0	4.14	m	0.05	-7.75E+04	1.35E+1
61	78	139Pm	0.18869999999999998	180	ms	20	-7.73E+04	1.36e+01
61	77	138Pm	0	3.25	m	0.05	-7.49E+04	1.16E+1
61	76	137Pm	0				-7.40E+04	1.30E+1
61	76	137Pm	0.16	2.4	m	0.1	-7.39E+04	1.30e+01
61	86	147Pm	0	2.62344	y	0.00022	-7.90E+04	1.28
61	85	146Pm	0	5.53	y	0.05	-7.94E+04	4.27
61	84	145Pm	0	17.7	y	0.4	-8.12E+04	2.8
61	83	144Pm	0	363	d	14	-8.14E+04	2.91
61	82	143Pm	0	265	d	7	-8.29E+04	2.94
61	81	142Pm	0	40.5	s	0.4	-8.11E+04	2.35E+1
61	80	141Pm	0	20.9	m	0.05	-8.05E+04	1.39E+1
61	89	150Pm	0	2.698	h	0.015	-7.35E+04	2.00E+1
61	88	149Pm	0	53.08	h	0.05	-7.60E+04	2.18
61	87	148Pm	0	5.368	d	0.007	-7.68E+04	5.69
61	87	148Pm	0.1379	41.29	d	0.11	-7.67E+04	5.69e+00
61	97	158Pm	0	4.8	s	0.5	-5.91E+04	8.88E-1
61	96	157Pm	0	10.56	s	0.1	-6.22E+04	7
61	95	156Pm	0	27.8	s	0.8	-6.41E+04	1.18
61	95	156Pm	0.15030000000000002	5	s	<	-6.40E+04	1.19e+00
61	94	155Pm	0	41.5	s	0.2	-6.69E+04	4.71
61	93	154Pm	0	2.68	m	0.07	-6.82E+04	2.50E+1
61	93	154Pm	0.198	1.7	m	0.1	-6.81E+04	2.50e+01
61	92	153Pm	0	5.25	m	0.02	-7.06E+04	9.06
61	91	152Pm	0	4.1	m	0.1	-7.12E+04	2.59E+1
61	91	152Pm	0.15	7.52	m	0.07	-7.11E+04	2.59e+01
61	91	152Pm	0+X	15	m	1	-7.12E+04	2.59E+1
61	90	151Pm	0	28.4	h	0.04	-7.33E+04	4.61
61	99	160Pm	0	0.725	s	0.057	-5.28E+04	2.04
61	99	160Pm	0.191	700	ms	>	-5.27E+04	2.05e+00
61	98	159Pm	0	1.634	s	0.04	-5.65E+04	1.00E+1
61	104	165Pm	0	0.297	s	0.01	-3.46E+04	5.00E+2
61	100	161Pm	0	730	ms	10	-5.00E+04	9.03
61	101	162Pm	0	474	ms	14	-4.60E+04	3.00E+2
61	102	163Pm	0	363	ms	12	-4.29E+04	4.00E+2
61	103	164Pm	0	280	ms	5	-3.83E+04	4.00E+2
62	67	129Sm	0	0.55	s	0.1	-4.23E+04	5.00E+2
62	68	130Sm	0				-4.77E+04	4.00E+2
62	69	131Sm	0	1.2	s	0.2	-5.02E+04	4.00E+2
62	77	139Sm	0	2.57	m	0.09	-7.23E+04	1.08E+1
62	77	139Sm	0.45738	10.7	s	0.6	-7.19E+04	1.09e+01
62	78	140Sm	0	14.78	m	0.08	-7.54E+04	1.24E+1
62	79	141Sm	0	10.4	m	0.5	-7.59E+04	8.53
62	79	141Sm	0.1759	22.6	m	0.2	-7.58E+04	8.54e+00
62	70	132Sm	0	4	s	0.3	-5.51E+04	3.00E+2
62	71	133Sm	0	2.9	s	0.2	-5.72E+04	2.98E+2
62	71	133Sm	0+X	3.4	s	0.5	-5.72E+04	2.98E+2
62	72	134Sm	0	9.5	s	0.7	-6.13E+04	1.96E+2
62	73	135Sm	0	10.3	s	0.5	-6.28E+04	1.54E+2
62	74	136Sm	0	45	s	2	-6.68E+04	1.24E+1
62	75	137Sm	0	45	s	4	-6.79E+04	2.86E+1
62	76	138Sm	0	3.1	m	0.2	-7.14E+04	1.18E+1
62	88	150Sm	0	STABLE			-7.70E+04	1.11
62	89	151Sm	0	94.6	y	0.6	-7.45E+04	1.11
62	80	142Sm	0	72.48	m	0.04	-7.89E+04	1.86
62	81	143Sm	0	8.83	m	0.01	-7.95E+04	2.75
62	81	143Sm	0.75399	66	s	1	-7.88E+04	2.75e+00
62	82	144Sm	0	STABLE			-8.19E+04	1.45
62	83	145Sm	0	340	d	3	-8.06E+04	1.48
62	84	146Sm	0	6.80e+07	y	7.00e+06	-8.09E+04	3.04
62	85	147Sm	0	1.07e+11	y	6.55e+08	-7.92E+04	1.26
62	86	148Sm	0	6.84e+15	y	9.73e+14-9.88e+14	-7.93E+04	1.24
62	87	149Sm	0	STABLE			-7.71E+04	1.15
62	102	164Sm	0	1.42	s	0.06	-4.79E+04	4.09
62	101	163Sm	0	1.67	s	-0.01	-5.05E+04	7.35
62	100	162Sm	0	3.09	s	0.27	-5.43E+04	3.52
62	106	168Sm	0	0.353	s	0.046	-3.16E+04	3.00E+2
62	105	167Sm	0	334	ms	5	-3.53E+04	5.00E+2
62	104	166Sm	0	399	ms	-6	-4.04E+04	4.00E+2
62	103	165Sm	0	614	ms	-2	-4.35E+04	4.00E+2
62	99	161Sm	0	4.63	s	0.29	-5.66E+04	6.81
62	90	152Sm	0	STABLE			-7.47E+04	1.01
62	91	153Sm	0	46.283	h	0.002	-7.25E+04	1.02
62	92	154Sm	0	STABLE			-7.24E+04	1.3
62	93	155Sm	0	22.182	m	0.054	-7.01E+04	1.33
62	94	156Sm	0	9.4	h	0.2	-6.93E+04	8.52
62	95	157Sm	0	8.04	m	0.06	-6.66E+04	4.43
62	96	158Sm	0	5.32	m	0.05	-6.52E+04	4.78
62	97	159Sm	0	11.37	s	0.15	-6.22E+04	5.93
62	98	160Sm	0	9.6	s	0.3	-6.02E+04	1.95
63	107	170Eu	0	197	ms	3	-3.08E+04	5.00E+2
63	106	169Eu	0	389	ms	90	-3.56E+04	5.00E+2
63	101	164Eu	0	4.08	s	0.16	-5.32E+04	2.06
63	100	163Eu	0	7.7	s	0.4	-5.65E+04	9.04E-1
63	103	166Eu	0	1.29	s	-0.01	-4.67E+04	1.00E+2
63	102	165Eu	0	2.25	s	0.14	-5.07E+04	5.21
63	105	168Eu	0	440	ms	48	-3.92E+04	4.00E+2
63	104	167Eu	0	862	ms	16	-4.37E+04	4.00E+2
63	67	130Eu	0	0.9	ms	0.2	-3.35E+04	5.39E+2
63	68	131Eu	0	17.8	ms	1.9	-3.94E+04	4.00E+2
63	69	132Eu	0				-4.22E+04	4.00E+2
63	78	141Eu	0	40.7	s	0.7	-6.99E+04	1.26E+1
63	78	141Eu	0.09645	3	s	0.3	-6.98E+04	1.26e+01
63	79	142Eu	0	2.36	s	0.1	-7.13E+04	3.00E+1
63	79	142Eu	0.52	1.223	m	0.007	-7.08E+04	3.01e+01
63	71	134Eu	0	0.5	s	0.2	-4.98E+04	3.00E+2
63	72	135Eu	0	1.5	s	0.2	-5.41E+04	1.96E+2
63	73	136Eu	0+X	3.3	s	0.3	-5.62E+04	1.96E+2
63	73	136Eu	0+X	3.8	s	0.3	-5.62E+04	1.96E+2
63	74	137Eu	0	11	s	2	-6.01E+04	4.37
63	75	138Eu	0	12.1	s	0.5	-6.17E+04	2.79E+1
63	76	139Eu	0	17.9	s	0.6	-6.53E+04	1.31E+1
63	77	140Eu	0	1.51	s	0.02	-6.69E+04	5.15E+1
63	77	140Eu	0.21	125	ms	2	-6.68E+04	5.15e+01
63	89	152Eu	0	13.517	y	0.009	-7.28E+04	1.16
63	89	152Eu	0.0455998	9.3116	h	0.0013	-7.28E+04	1.17e+00
63	89	152Eu	0.14786000000000002	95.8	m	0.4	-7.27E+04	1.17e+00
63	80	143Eu	0	2.6	m	0.02	-7.42E+04	1.09E+1
63	81	144Eu	0	10.2	s	0.1	-7.56E+04	1.07E+1
63	82	145Eu	0	5.93	d	0.03	-7.79E+04	3.06
63	83	146Eu	0	4.61	d	0.03	-7.71E+04	6
63	84	147Eu	0	24.1	d	0.6	-7.75E+04	2.56
63	85	148Eu	0	54.4	d	0.4	-7.62E+04	9.96
63	86	149Eu	0	93.1	d	0.4	-7.64E+04	3.9
63	87	150Eu	0	36.6	y	0.7	-7.47E+04	6.23
63	87	150Eu	0.0417	12.8	h	0.1	-7.48E+04	6.23e+00
63	88	151Eu	0	4.60e+18	y	1.20e+18	-7.46E+04	1.16
63	90	153Eu	0	STABLE			-7.33E+04	1.17
63	91	154Eu	0	8.591	y	0	-7.17E+04	1.18
63	91	154Eu	0.1453	46.3	m	0.3	-7.16E+04	1.19e+00
63	92	155Eu	0	4.742	y	0	-7.18E+04	1.25
63	93	156Eu	0	15.16	d	0.02	-7.00E+04	3.53
63	94	157Eu	0	15.18	h	0.03	-6.94E+04	4.23
63	95	158Eu	0	45.9	m	0.2	-6.72E+04	2.03
63	96	159Eu	0	18.1	m	0.1	-6.60E+04	4.32
63	97	160Eu	0	42.6	s	0.5	-6.34E+04	9.04E-1
63	97	160Eu	0.093	30.8	s	0.5	-6.34E+04	9.04e-01
63	98	161Eu	0	26	s	2	-6.17E+04	1.04E+1
63	99	162Eu	0	11.7	s	1.2	-5.87E+04	1.31
63	99	162Eu	0.15980000000000003	12	s	0.2	-5.86E+04	1.31e+00
64	79	143Gd	0	39	s	2	-6.82E+04	2.00E+2
64	79	143Gd	0.15259999999999999	110	s	2	-6.81E+04	2.00e+02
64	70	134Gd	0				-4.15E+04	4.00E+2
64	72	136Gd	0				-4.90E+04	2.98E+2
64	71	135Gd	0	1.1	s	0.2	-4.42E+04	4.00E+2
64	74	138Gd	0	4.7	s	0.9	-5.56E+04	2.00E+2
64	73	137Gd	0	2.2	s	0.2	-5.12E+04	2.98E+2
64	76	140Gd	0	15.8	s	0.4	-6.17E+04	2.79E+1
64	75	139Gd	0	5.6	s	0.3	-5.76E+04	1.96E+2
64	75	139Gd	0.25	4.8	s	0.9	-5.74E+04	1.96e+02
64	78	142Gd	0	70.2	s	0.6	-6.69E+04	2.79E+1
64	77	141Gd	0	17	s	3	-6.32E+04	1.97E+1
64	77	141Gd	0.37776	24.4	s	0.5	-6.28E+04	1.98e+01
64	81	145Gd	0	23.2	m	0.5	-7.29E+04	1.97E+1
64	81	145Gd	0.7491	85	s	3	-7.22E+04	1.97e+01
64	80	144Gd	0	4.48	m	0.05	-7.17E+04	2.79E+1
64	83	147Gd	0	38.06	h	0.12	-7.53E+04	1.88
64	82	146Gd	0	48.27	d	0.09	-7.60E+04	4.07
64	85	149Gd	0	9.28	d	0.09	-7.51E+04	3.31
64	84	148Gd	0	86.9	y	3.9	-7.62E+04	1.46
64	87	151Gd	0	124.5	d	0.9	-7.41E+04	2.99
64	86	150Gd	0	1.79e+06	y	7.65e+04	-7.57E+04	6.05
64	89	153Gd	0	240.41	d	0.93	-7.28E+04	1
64	88	152Gd	0	1.08e+14	y	8.00e+12	-7.47E+04	1
64	90	154Gd	0	STABLE			-7.37E+04	9.94E-1
64	92	156Gd	0	STABLE			-7.25E+04	9.83E-1
64	91	155Gd	0	STABLE			-7.20E+04	9.83E-1
64	94	158Gd	0	STABLE			-7.06E+04	9.76E-1
64	93	157Gd	0	STABLE			-7.08E+04	9.77E-1
64	96	160Gd	0	STABLE			-6.79E+04	1.12
64	95	159Gd	0	18.479	h	0.004	-6.85E+04	9.80E-1
64	98	162Gd	0	8.39	m	0.2	-6.42E+04	3.96
64	97	161Gd	0	3.66	m	0.05	-6.55E+04	1.5
64	99	163Gd	0	68	s	3	-6.13E+04	7.97E-1
64	99	163Gd	0.1378	23.5	s	1	-6.13E+04	7.97e-01
64	104	168Gd	0	3.02	s	0.15	-4.81E+04	3.00E+2
64	103	167Gd	0	4.26	s	-0.14	-5.07E+04	5.21
64	102	166Gd	0	5	s	0.8	-5.43E+04	1.58
64	101	165Gd	0	11.6	s	1	-5.65E+04	1.3
64	100	164Gd	0	45	s	3	-5.96E+04	1
64	108	172Gd	0	0.163	s	0.014	-3.29E+04	3.00E+2
64	107	171Gd	0	0.392	s	0.01	-3.62E+04	5.00E+2
64	106	170Gd	0	0.616	s	0.11	-4.08E+04	5.00E+2
64	105	169Gd	0	0.892	s	-0.002	-4.38E+04	4.00E+2
65	101	166Tb	0	27.1	s	1.5	-5.78E+04	1.46
65	100	165Tb	0	2.11	m	0.1	-6.05E+04	1.54
65	103	168Tb	0	9.4	s	0.4	-5.27E+04	4.19
65	102	167Tb	0	18.9	s	1.6	-5.58E+04	1.92
65	109	174Tb	0				-3.19E+04	5.00E+2
65	108	173Tb	0				-3.65E+04	5.00E+2
65	105	170Tb	0	0.96	s	0.08	-4.67E+04	3.00E+2
65	104	169Tb	0	5.13	s	0.32	-5.04E+04	3.00E+2
65	107	172Tb	0	0.76	s	0.19	-3.96E+04	5.00E+2
65	106	171Tb	0	1.24	s	-0.01	-4.37E+04	4.00E+2
65	80	145Tb	0+X	30.9	s	0.6	-6.63E+04	1.10E+2
65	82	147Tb	0	1.64	h	0.03	-7.07E+04	8.09
65	82	147Tb	0.0506	1.83	m	0.06	-7.07E+04	8.10e+00
65	81	146Tb	0	8	s	4	-6.77E+04	4.48E+1
65	81	146Tb	0+X	24.1	s	0.5	-6.77E+04	4.48E+1
65	84	149Tb	0	4.12	h	0.02	-7.14E+04	3.62
65	84	149Tb	0.03578	4.17	m	0.05	-7.15E+04	3.63e+00
65	83	148Tb	0	60	m	1	-7.05E+04	1.24E+1
65	83	148Tb	0.0901	2.21	m	0.05	-7.04E+04	1.25e+01
65	86	151Tb	0	17.609	h	0.014	-7.16E+04	4.09
65	86	151Tb	0.09953	25	s	3	-7.15E+04	4.09e+00
65	85	150Tb	0	3.48	h	0.16	-7.11E+04	7.37
65	85	150Tb	0.461	5.8	m	0.2	-7.06E+04	7.37e+00
65	88	153Tb	0	2.34	d	0.01	-7.13E+04	3.94
65	87	152Tb	0	17.48	h	0.09	-7.07E+04	4.00E+1
65	87	152Tb	0.5017400000000001	4.1	m	0.1	-7.02E+04	4.00e+01
65	89	154Tb	0	21.5	h	0.36	-7.01E+04	4.53E+1
65	89	154Tb	0.012	9.994	h	0.039	-7.01E+04	4.53e+01
65	89	154Tb	0.2	22.7	h	0.5	-7.00E+04	4.53e+01
65	91	156Tb	0	5.35	d	0.1	-7.00E+04	3.76
65	91	156Tb	0+X	24.4	h	1	-7.00E+04	3.76
65	91	156Tb	0.0884	5.2	h	0.2	-7.00E+04	3.77e+00
65	90	155Tb	0	5.32	d	0.06	-7.12E+04	9.83
65	93	158Tb	0	180	y	11	-6.94E+04	1.26
65	93	158Tb	0.1103	10.7	s	0.2	-6.94E+04	1.27e+00
65	92	157Tb	0	71	y	7	-7.07E+04	1.01
65	95	160Tb	0	72.3	d	0.2	-6.78E+04	1.11
65	94	159Tb	0	STABLE			-6.95E+04	1.1
65	97	162Tb	0	7.6	m	0.17	-6.58E+04	2.04
65	97	162Tb	0.28550000000000003				-6.56E+04	2.05e+00
65	96	161Tb	0	6.9584	d	0.0053	-6.74E+04	1.21
65	99	164Tb	0	3	m	0.1	-6.21E+04	1.86
65	99	164Tb	0.145				-6.20E+04	1.86e+00
65	98	163Tb	0	19.5	m	0.3	-6.45E+04	4.05
65	70	135Tb	0	0.94	ms	0.11	-3.30E+04	4.00E+2
65	73	138Tb	0+X				-4.36E+04	3.00E+2
65	75	140Tb	0	2.3	s	0.1	-5.04E+04	8.00E+2
65	74	139Tb	0	1.6	s	0.2	-4.81E+04	2.98E+2
65	77	142Tb	0	597	ms	17	-5.65E+04	7.00E+2
65	77	142Tb	0.2797	303	ms	17	-5.63E+04	7.01e+02
65	76	141Tb	0	3.5	s	0.2	-5.45E+04	1.05E+2
65	79	144Tb	0	&asymp;1	s		-6.23E+04	2.79E+1
65	79	144Tb	0.3969	4.29	s	0.14	-6.20E+04	2.79e+01
65	78	143Tb	0	12	s	1	-6.04E+04	5.12E+1
65	78	143Tb	0+X	17	s	4	-6.04E+04	5.12E+1
66	75	141Dy	0	1	s	0.1	-4.53E+04	2.98E+2
66	76	142Dy	0	2.3	s	0.3	-5.01E+04	7.29E+2
66	73	139Dy	0	0.6	s	0.2	-3.77E+04	5.00E+2
66	74	140Dy	0				-4.28E+04	4.01E+2
66	79	145Dy	0	9.5	s	1.1	-5.82E+04	6.52
66	79	145Dy	0.1182	14.3	s	0.7	-5.81E+04	6.52e+00
66	77	143Dy	0	4.3	s	0.7	-5.21E+04	1.30E+1
66	77	143Dy	0.3107	3	s	0.3	-5.19E+04	1.30e+01
66	78	144Dy	0	9.1	s	0.4	-5.65E+04	7.17
66	82	148Dy	0	3.2	m	0.2	-6.78E+04	8.72
66	83	149Dy	0	4.2	m	0.1	-6.76E+04	9.18
66	83	149Dy	2.6611	0.49	s	0.015	-6.50E+04	9.18e+00
66	80	146Dy	0	33.2	s	0.7	-6.25E+04	6.69
66	80	146Dy	2.9345	150	ms	20	-5.96E+04	6.70e+00
66	81	147Dy	0	67	s	7	-6.41E+04	8.84
66	81	147Dy	0.7505000000000001	55.2	s	0.4	-6.34E+04	8.85e+00
66	86	152Dy	0	2.38	h	0.02	-7.01E+04	4.59
66	87	153Dy	0	6.42	h	0.12	-6.91E+04	4
66	84	150Dy	0	7.17	m	0.05	-6.93E+04	4.31
66	85	151Dy	0	18	m	0.4	-6.87E+04	3.24
66	88	154Dy	0	2.75e+06	y	1.53e+06	-7.03E+04	7.43
66	89	155Dy	0	9.92	h	0.14	-6.91E+04	9.64
66	90	156Dy	0	STABLE			-7.05E+04	9.88E-1
66	93	159Dy	0	145.3	d	1.4	-6.91E+04	1.43
66	94	160Dy	0	STABLE			-6.96E+04	7.00E-1
66	91	157Dy	0	8.14	h	0.04	-6.94E+04	5.15
66	92	158Dy	0	STABLE			-7.04E+04	2.33
66	97	163Dy	0	STABLE			-6.63E+04	6.93E-1
66	98	164Dy	0	STABLE			-6.59E+04	6.95E-1
66	95	161Dy	0	STABLE			-6.80E+04	6.97E-1
66	96	162Dy	0	STABLE			-6.81E+04	6.95E-1
66	99	165Dy	0	2.331	h	0.004	-6.36E+04	6.97E-1
66	99	165Dy	0.10815519999999999	1.258	m	0.006	-6.35E+04	6.97e-01
66	110	176Dy	0				-3.36E+04	5.00E+2
66	102	168Dy	0	8.7	m	0.3	-5.85E+04	1.40E+2
66	101	167Dy	0	6.2	m	0.08	-5.99E+04	4
66	100	166Dy	0	81.63	h	0.17	-6.25E+04	8.04E-1
66	106	172Dy	0	3.52	s	0.23	-4.77E+04	3.00E+2
66	106	172Dy	1.2779	0.7	s	0.04	-4.65E+04	3.00e+02
66	105	171Dy	0	4.1	s	0.4	-5.00E+04	2.00E+2
66	104	170Dy	0	55	s	8	-5.37E+04	2.00E+2
66	103	169Dy	0	39	s	8	-5.55E+04	3.00E+2
66	109	175Dy	0				-3.67E+04	5.00E+2
66	108	174Dy	0				-4.11E+04	5.00E+2
66	107	173Dy	0	1.43	s	0.2	-4.37E+04	4.00E+2
67	73	140Ho	0	6	ms	3	-2.93E+04	5.00E+2
67	76	143Ho	0				-4.20E+04	2.98E+2
67	77	144Ho	0	0.7	s	0.1	-4.46E+04	8.47
67	74	141Ho	0	4.1	ms	0.1	-3.43E+04	4.01E+2
67	75	142Ho	0	0.4	s	0.1	-3.72E+04	4.01E+2
67	78	145Ho	0	2.4	s	0.1	-4.91E+04	7.45
67	79	146Ho	0	3.3	s	0.2	-5.12E+04	6.58
67	80	147Ho	0	5.8	s	0.4	-5.57E+04	5
67	83	150Ho	0	77	s	2	-6.19E+04	1.41E+1
67	83	150Ho	0+X	23.5	s	0.3	-6.19E+04	1.41E+1
67	84	151Ho	0	35.2	s	0.2	-6.36E+04	8.29
67	84	151Ho	0.041	47.2	s	1.1	-6.36E+04	8.30e+00
67	81	148Ho	0	2.2	s	1.1	-5.79E+04	8.38E+1
67	81	148Ho	0.25	9.6	s	0.13	-5.77E+04	8.38e+01
67	82	149Ho	0	21	s	0.2	-6.16E+04	1.19E+1
67	82	149Ho	0.048799999999999996	56	s	3	-6.16E+04	1.20e+01
67	87	154Ho	0	11.76	m	0.18	-6.46E+04	8.21
67	87	154Ho	0.248	3.1	m	0.14	-6.44E+04	8.22e+00
67	88	155Ho	0	48	m	1	-6.60E+04	1.74E+1
67	85	152Ho	0	147	s	4.8	-6.36E+04	1.25E+1
67	85	152Ho	0.16	49.8	s	0.2	-6.34E+04	1.25e+01
67	86	153Ho	0	2.01	m	0.02	-6.50E+04	5.06
