Atomic Number (Z)	Atomic Mass (A)	Element	Half-Life	Half-Life (Unit)	Abundance	Mass Excess	Mass Excess (Unit)
113	282	Nh	73	ms	-1	163729	keV
113	283	Nh	70	ms	-1	164563	keV
113	284	Nh	0.82	s	-1	166591	keV
113	285	Nh	2.1	s	-1	167768	keV
113	286	Nh	9.5	s	-1	169957	keV
113	290	Nh	2	s	-1	178315	keV
114	284	Fl	2.5	ms	-1	168779	keV
114	285	Fl	100	ms	-1	170932	keV
114	286	Fl	121	ms	-1	171606	keV
114	287	Fl	400	ms	-1	173929	keV
114	288	Fl	0.64	s	-1	174917	keV
114	289	Fl	2.4	s	-1	177465	keV
114	290	Fl	19	s	-1	178731	keV
115	287	Mc	37	ms	-1	177748	keV
115	288	Mc	199	ms	-1	179666	keV
115	289	Mc	277	ms	-1	180683	keV
115	290	Mc	0.65	s	-1	182792	keV
116	290	Lv	8.3	ms	-1	185028	keV
116	291	Lv	19	ms	-1	187244	keV
116	292	Lv	12.8	ms	-1	188133	keV
116	293	Lv	95	ms	-1	190568	keV
117	293	Ts	21	ms	-1	194428	keV
117	294	Ts	51	ms	-1	196397	keV
118	294	Og	0.58	ms	-1	199320	keV
